WS50M,WS10M,WS100M,WS80M
3.13,1.85,5.109,4.775
3.87,2.23,5.887,5.474
4.06,2.36,6.08,5.649
3.95,2.31,5.913,5.497
3.77,2.24,5.633,5.244
3.72,2.25,5.472,5.094
3.88,2.34,5.538,5.15
4.15,2.45,5.783,5.367
4.41,2.55,6.062,5.616
4.58,2.58,6.289,5.818
4.57,2.51,6.392,5.906
4.31,2.22,6.293,5.814
4.52,1.92,6.735,6.192
4.76,1.91,7.439,6.827
4.72,1.9,7.892,7.241
4.63,1.89,8.044,7.389
4.32,1.84,7.718,7.102
3.91,1.78,7.353,6.782
3.57,1.65,7.004,6.472
3.46,1.64,6.884,6.368
3.37,1.65,6.796,6.292
3.37,1.7,6.839,6.333
3.52,1.93,6.907,6.408
3.11,1.86,6.459,6.03
3.84,2.16,7.241,6.737
3.64,2.02,6.924,6.449
3.01,1.68,6.095,5.697
2.23,1.25,5.06,4.757
1.48,0.82,3.963,3.758
0.95,0.57,3.044,2.917
0.95,0.65,2.604,2.506
1.27,0.87,2.552,2.447
1.75,1.11,2.895,2.745
2.11,1.24,3.364,3.165
2.32,1.13,3.69,3.455
2.23,1.09,3.676,3.449
2.71,1.1,4.153,3.885
2.98,1.63,4.351,4.093
2.66,1.53,4.081,3.856
2.46,1.54,3.976,3.771
2.77,1.74,4.278,4.044
3.16,1.98,4.683,4.412
3.39,2.15,4.983,4.69
3.48,2.23,5.143,4.841
3.51,2.28,5.276,4.965
3.56,2.3,5.42,5.096
3.69,2.13,5.691,5.316
3.39,1.2,5.442,5.043
1.88,1.1,3.701,3.501
1.35,0.79,3.236,3.08
1.27,0.73,3.136,2.988
1.5,0.88,3.288,3.119
1.71,1.05,3.443,3.254
1.84,1.16,3.575,3.372
1.94,1.24,3.707,3.494
2.02,1.31,3.849,3.625
2.01,1.29,3.876,3.652
2.05,1.25,3.852,3.627
1.85,1.02,3.589,3.384
1.59,0.97,3.444,3.262
3.17,1.35,5.318,4.939
4.65,1.58,7.136,6.557
4.62,1.43,7.372,6.762
4.43,1.37,7.302,6.697
4.46,1.36,7.346,6.736
4.41,1.35,7.351,6.742
4.31,1.36,7.335,6.731
4.3,1.4,7.374,6.769
4.22,1.41,7.272,6.679
3.85,1.49,6.882,6.334
3.46,1.48,6.36,5.872
2.41,1.42,4.823,4.523
1.77,1.17,3.901,3.693
1.99,1.23,4.133,3.9
1.79,1.11,3.842,3.635
1.65,1.01,3.767,3.568
1.42,0.87,3.603,3.422
1.19,0.76,3.38,3.22
1.21,0.82,3.291,3.137
1.55,1.03,3.402,3.23
2.25,1.37,3.932,3.701
3.14,1.73,4.861,4.532
3.7,1.94,5.651,5.241
3.9,1.94,6.114,5.657
4.28,1.87,6.795,6.252
4.6,1.99,7.593,6.974
4.59,1.98,7.775,7.146
4.55,1.95,7.882,7.25
4.28,1.84,7.643,7.042
4.08,1.77,7.363,6.791
3.91,1.74,7.205,6.652
3.88,1.77,7.119,6.573
3.69,1.69,6.88,6.357
3.46,1.61,6.624,6.128
3.11,1.59,6.202,5.762
3.19,1.73,6.081,5.668
2.56,1.49,5.599,5.248
2.01,1.12,4.959,4.668
1.35,0.71,4.122,3.909
0.93,0.47,3.607,3.442
0.76,0.39,3.362,3.218
0.64,0.37,3.15,3.024
0.81,0.56,3.132,3.003
1.56,1.01,3.635,3.451
2.5,1.48,4.41,4.142
3.12,1.75,5.033,4.697
3.04,1.62,5.234,4.874
2.69,1.35,5.145,4.796
3.27,1.17,5.907,5.461
4.0,1.38,6.933,6.382
4.26,1.32,7.376,6.768
4.42,1.43,7.571,6.945
4.61,1.43,7.764,7.116
4.73,1.47,7.886,7.225
4.62,1.45,7.757,7.112
4.35,1.5,7.461,6.856
4.34,1.6,7.434,6.842
4.39,1.67,7.522,6.927
3.9,2.0,6.988,6.475
3.01,1.9,5.915,5.535
2.97,1.77,6.072,5.68
3.04,1.8,6.032,5.643
2.5,1.44,5.433,5.1
2.04,1.12,4.856,4.575
1.79,0.94,4.45,4.202
1.53,0.78,4.035,3.819
1.27,0.66,3.628,3.446
1.05,0.58,3.273,3.12
0.88,0.48,3.002,2.871
0.65,0.34,2.684,2.579
0.5,0.17,2.41,2.325
0.16,0.26,2.006,1.966
1.84,0.96,2.922,2.772
3.06,1.38,4.331,4.057
3.29,1.39,5.083,4.744
3.17,1.78,5.366,5.023
3.37,2.01,5.91,5.516
4.05,2.27,6.96,6.452
4.85,1.93,8.054,7.393
5.49,1.73,8.67,7.925
5.92,1.8,8.99,8.21
5.49,1.99,8.499,7.784
4.7,2.22,7.661,7.054
3.46,2.09,6.13,5.71
2.58,1.68,5.093,4.781
2.78,1.59,5.359,5.014
3.05,1.62,5.7,5.322
2.82,1.51,5.371,5.023
2.56,1.38,4.982,4.666
2.51,1.38,4.841,4.535
2.52,1.4,4.771,4.468
2.37,1.36,4.508,4.227
2.11,1.27,4.127,3.88
1.78,1.06,3.622,3.417
1.04,0.75,2.716,2.6
0.67,0.61,2.224,2.152
2.14,0.99,3.546,3.344
3.75,1.47,5.53,5.129
3.88,1.37,6.024,5.564
3.29,1.09,5.789,5.353
2.62,1.13,5.357,4.991
2.43,1.31,5.355,5.002
2.95,1.37,6.102,5.658
3.8,1.6,7.056,6.504
4.59,1.42,7.817,7.162
5.1,1.56,8.197,7.5
4.51,1.93,7.493,6.892
2.94,1.76,5.615,5.24
2.0,1.28,4.397,4.143
2.33,1.22,4.917,4.607
2.67,1.34,5.18,4.839
2.48,1.26,4.929,4.611
2.3,1.22,4.641,4.346
2.19,1.22,4.386,4.113
2.03,1.26,4.139,3.895
1.96,1.35,4.024,3.795
1.98,1.39,3.946,3.724
2.23,1.5,4.045,3.808
3.01,1.78,4.636,4.332
3.72,1.98,5.436,5.042
3.99,1.9,6.134,5.658
3.66,1.85,6.173,5.701
2.91,1.6,5.469,5.076
2.47,1.38,4.961,4.621
2.23,1.21,4.58,4.277
2.07,1.03,4.314,4.034
2.04,0.98,4.301,4.021
2.04,0.95,4.313,4.032
1.78,0.96,4.019,3.775
1.48,0.79,3.612,3.408
1.19,0.7,3.242,3.072
0.89,0.59,2.595,2.49
0.3,0.24,2.386,2.307
1.0,0.64,3.263,3.109
1.38,0.93,3.743,3.55
1.69,1.18,4.078,3.857
1.92,1.38,4.278,4.04
2.11,1.54,4.407,4.157
2.36,1.72,4.556,4.292
2.67,1.89,4.697,4.415
3.07,2.1,4.937,4.628
3.54,2.31,5.322,4.972
4.12,2.52,5.932,5.517
4.46,2.63,6.579,6.098
4.37,2.52,6.842,6.329
3.99,2.28,6.74,6.239
3.45,1.97,6.185,5.745
2.91,1.69,5.555,5.176
2.58,1.49,5.105,4.763
2.39,1.36,4.832,4.513
2.41,1.32,4.756,4.437
2.43,1.29,4.681,4.366
2.44,1.29,4.617,4.308
2.4,1.23,4.509,4.21
2.05,1.18,4.028,3.787
1.7,1.1,3.43,3.251
1.36,1.0,3.112,2.968
1.41,1.13,3.191,3.043
1.77,1.39,3.6,3.417
2.12,1.63,3.938,3.723
2.37,1.79,4.208,3.968
2.62,1.94,4.498,4.232
2.89,2.09,4.808,4.513
3.16,2.22,5.153,4.824
3.37,2.28,5.454,5.096
3.56,2.29,5.765,5.375
3.89,2.26,6.31,5.86
3.68,1.99,6.261,5.808
3.56,1.44,6.222,5.752
3.72,1.3,6.413,5.919
3.39,1.23,5.951,5.508
2.97,1.22,5.524,5.126
2.7,1.1,5.184,4.814
2.57,1.19,4.979,4.636
2.3,1.29,4.683,4.373
2.15,1.19,4.478,4.186
2.18,1.21,4.369,4.086
2.19,1.23,4.272,3.997
2.08,1.21,4.111,3.854
1.96,1.16,3.951,3.721
2.03,1.18,4.179,3.932
1.71,0.98,3.822,3.61
1.41,0.72,3.522,3.336
1.06,0.43,3.184,3.03
0.84,0.24,2.975,2.84
0.69,0.2,2.825,2.706
0.64,0.31,2.698,2.593
0.93,0.55,2.811,2.691
1.42,0.85,2.951,2.806
2.16,1.22,3.323,3.125
2.43,1.29,3.961,3.714
2.6,1.19,4.447,4.148
2.62,0.98,4.72,4.385
2.72,0.89,4.918,4.561
2.53,0.95,4.722,4.394
2.54,1.01,4.741,4.413
2.85,0.92,5.149,4.766
2.99,0.91,5.377,4.968
3.1,0.95,5.511,5.088
3.26,1.02,5.759,5.311
3.35,1.14,5.96,5.496
3.42,1.3,6.153,5.676
3.14,1.36,5.868,5.436
2.44,1.39,4.947,4.639
2.42,1.38,5.003,4.693
2.51,1.39,4.917,4.611
2.31,1.28,4.625,4.345
1.99,1.1,4.334,4.083
1.86,1.03,4.216,3.975
1.86,1.02,4.17,3.931
1.86,1.03,4.114,3.877
1.69,0.94,3.919,3.7
1.51,0.83,3.684,3.485
1.36,0.63,3.417,3.233
1.24,0.56,3.201,3.036
0.91,0.43,2.786,2.662
0.34,0.25,1.84,1.809
1.42,0.97,3.076,2.956
2.46,1.49,4.526,4.266
3.01,1.68,5.285,4.941
3.3,1.78,5.496,5.122
3.41,1.85,5.454,5.077
3.22,1.75,5.27,4.904
2.86,1.3,4.98,4.627
1.99,0.78,4.365,4.08
0.9,0.53,3.649,3.455
1.46,0.61,4.19,3.926
2.02,0.96,4.36,4.088
3.11,1.29,5.64,5.239
3.68,1.84,6.633,6.16
4.06,2.16,7.37,6.843
4.19,2.26,7.632,7.081
3.9,2.12,7.475,6.949
3.77,2.11,7.389,6.874
3.81,2.17,7.233,6.724
3.66,2.06,6.702,6.232
3.34,1.84,6.151,5.729
3.24,1.72,6.01,5.598
2.57,1.38,5.307,4.959
1.65,0.81,4.13,3.884
1.04,0.5,3.295,3.127
0.75,0.45,2.636,2.539
0.51,0.32,2.354,2.284
1.2,0.81,3.038,2.916
2.22,1.39,4.126,3.896
3.0,1.66,5.021,4.684
3.48,1.59,5.616,5.197
3.79,1.62,6.034,5.567
3.92,1.29,6.263,5.754
3.75,1.29,6.055,5.57
3.36,1.35,5.542,5.127
2.47,1.39,4.715,4.417
3.12,1.68,5.74,5.353
3.59,1.99,6.338,5.9
3.81,2.16,6.671,6.208
4.22,2.35,7.209,6.693
4.4,2.46,7.49,6.948
4.29,2.38,7.408,6.875
4.16,2.28,7.261,6.741
3.9,2.13,7.047,6.551
3.38,1.85,6.47,6.028
2.88,1.57,5.857,5.473
2.18,1.23,4.971,4.67
1.83,0.88,4.339,4.081
2.4,0.81,4.793,4.456
2.94,0.89,5.387,4.976
3.4,1.36,5.792,5.35
3.7,1.52,6.098,5.627
3.89,1.45,6.235,5.743
4.05,1.35,6.357,5.844
3.9,1.42,6.202,5.709
3.85,1.44,6.175,5.683
3.96,1.39,6.247,5.743
4.0,1.45,6.339,5.827
3.69,1.68,6.137,5.668
3.21,1.77,5.646,5.261
3.5,1.93,6.053,5.634
3.91,2.13,6.518,6.056
4.11,2.26,6.799,6.314
4.28,2.37,7.055,6.549
4.23,2.36,7.103,6.597
4.23,2.38,7.147,6.639
4.34,2.46,7.31,6.789
4.55,2.62,7.521,6.981
4.56,2.66,7.477,6.941
4.31,2.47,7.144,6.635
3.83,2.17,6.532,6.076
3.09,1.72,5.613,5.238
2.59,0.96,5.012,4.658
2.67,1.39,4.996,4.66
2.7,1.44,4.946,4.616
2.69,1.43,4.852,4.53
2.75,1.41,4.795,4.474
2.92,1.28,4.846,4.506
2.91,0.95,4.687,4.347
2.75,1.02,4.291,3.998
2.63,1.01,3.953,3.694
2.6,1.03,3.742,3.501
2.59,1.05,3.809,3.552
2.05,1.2,3.519,3.308
2.21,1.29,3.974,3.734
2.5,1.45,4.535,4.252
2.82,1.67,5.014,4.692
2.94,1.76,5.186,4.85
2.91,1.77,5.149,4.818
2.79,1.73,5.001,4.685
2.67,1.68,4.839,4.539
2.56,1.62,4.71,4.422
2.46,1.56,4.597,4.319
2.53,1.55,4.596,4.313
2.78,1.59,4.794,4.485
3.08,1.52,5.149,4.793
3.65,1.34,6.01,5.54
3.8,1.39,6.399,5.891
3.08,1.25,5.673,5.249
2.7,0.99,5.251,4.868
2.54,0.84,4.984,4.625
2.49,0.81,4.852,4.506
2.53,0.79,4.828,4.485
2.56,0.78,4.801,4.46
2.64,1.1,4.778,4.452
2.62,1.16,4.705,4.387
2.43,0.99,4.428,4.136
1.95,1.14,3.819,3.607
2.49,1.52,4.472,4.201
2.88,1.81,4.972,4.658
3.13,2.02,5.382,5.036
3.34,2.15,5.752,5.376
3.49,2.24,6.086,5.682
3.62,2.28,6.406,5.975
3.75,2.31,6.676,6.221
4.0,2.41,6.967,6.484
4.14,2.45,7.113,6.613
4.12,2.39,7.099,6.597
3.93,2.2,6.897,6.41
3.43,1.88,6.32,5.882
2.8,1.26,5.578,5.184
2.72,1.25,5.482,5.088
2.84,1.29,5.52,5.122
3.06,1.3,5.7,5.278
3.23,1.07,5.859,5.406
3.25,1.07,5.863,5.409
3.06,0.99,5.693,5.257
2.82,0.92,5.488,5.075
2.59,0.82,5.241,4.854
2.31,1.02,4.893,4.557
1.8,0.81,4.265,4.001
1.48,0.81,3.828,3.623
1.41,0.85,3.577,3.395
1.32,0.86,3.292,3.132
1.23,0.85,3.069,2.927
1.2,0.87,2.988,2.854
1.29,0.96,3.074,2.932
1.5,1.09,3.297,3.135
1.7,1.22,3.559,3.374
1.77,1.27,3.672,3.478
1.92,1.33,3.852,3.64
2.18,1.38,4.157,3.911
2.54,1.47,4.623,4.329
2.68,1.36,4.952,4.617
3.15,1.1,5.716,5.28
3.34,1.14,6.147,5.669
3.24,1.15,6.011,5.553
3.13,0.98,5.788,5.349
2.96,0.91,5.608,5.185
2.67,1.12,5.316,4.935
2.57,1.11,5.188,4.821
2.58,0.96,5.139,4.768
2.58,0.81,5.056,4.684
2.7,0.86,5.035,4.665
2.3,1.1,4.571,4.267
1.67,1.02,3.883,3.671
1.4,0.85,3.711,3.521
1.22,0.67,3.442,3.275
1.0,0.49,3.083,2.944
0.77,0.34,2.803,2.687
0.5,0.2,2.461,2.376
0.29,0.13,2.127,2.071
0.15,0.22,1.816,1.787
0.6,0.5,1.977,1.925
1.24,0.86,2.627,2.515
1.87,1.11,3.422,3.234
2.37,1.18,4.049,3.797
2.75,1.2,4.567,4.256
3.53,1.1,5.654,5.215
3.99,1.25,6.361,5.854
3.65,1.1,6.149,5.668
3.18,1.2,5.698,5.277
2.95,1.32,5.41,5.028
2.96,1.52,5.359,4.992
3.15,1.8,5.526,5.153
3.39,1.91,5.824,5.422
3.56,1.92,6.058,5.63
3.73,1.86,6.252,5.796
3.76,1.39,6.3,5.813
2.58,1.23,4.81,4.5
1.4,0.88,3.644,3.461
1.14,0.61,3.212,3.065
0.77,0.42,2.64,2.542
0.62,0.41,2.421,2.344
0.74,0.53,2.508,2.421
0.94,0.69,2.674,2.57
1.05,0.76,2.719,2.607
1.23,0.84,2.733,2.611
1.56,1.07,2.889,2.745
2.32,1.33,3.745,3.516
3.08,1.56,4.719,4.394
3.17,1.5,5.124,4.759
3.82,1.24,6.17,5.679
4.36,1.34,6.998,6.424
3.97,1.22,6.764,6.218
3.67,1.17,6.456,5.944
3.53,1.06,6.309,5.807
3.53,1.1,6.377,5.87
3.72,1.15,6.665,6.128
3.97,1.25,6.924,6.36
4.14,1.3,7.063,6.484
4.18,1.3,7.064,6.482
3.95,1.35,6.708,6.171
2.33,1.4,4.697,4.41
1.91,1.14,4.274,4.029
1.67,0.96,3.901,3.69
1.46,0.86,3.538,3.359
1.52,0.94,3.495,3.317
1.34,0.86,3.238,3.081
1.16,0.79,2.92,2.791
1.22,0.87,2.78,2.658
1.65,1.11,3.032,2.88
2.26,1.4,3.646,3.431
2.89,1.64,4.402,4.114
3.35,1.71,5.086,4.729
3.25,1.52,5.291,4.911
3.57,1.22,5.933,5.468
3.89,1.29,6.493,5.971
3.94,1.21,6.72,6.173
4.14,1.27,7.134,6.547
4.43,1.31,7.603,6.968
4.71,1.5,7.807,7.153
4.53,1.48,7.477,6.856
4.34,1.41,7.244,6.647
4.32,1.37,7.166,6.576
4.28,1.36,7.123,6.537
3.7,1.62,6.465,5.971
2.49,1.49,4.991,4.68
2.6,1.48,5.432,5.085
2.19,1.25,4.857,4.566
1.72,0.97,4.129,3.902
1.46,0.84,3.626,3.441
1.27,0.79,3.237,3.084
1.26,0.85,2.978,2.842
1.54,1.05,3.024,2.875
2.05,1.34,3.441,3.246
2.74,1.68,4.217,3.948
3.46,1.91,5.106,4.75
4.08,2.07,5.943,5.501
3.95,1.86,6.126,5.662
4.16,1.48,6.634,6.095
4.33,1.44,7.048,6.465
3.93,1.31,6.72,6.176
3.84,1.2,6.66,6.123
3.94,1.24,7.102,6.524
4.3,1.27,7.61,6.975
4.38,1.32,7.524,6.895
4.02,1.55,6.983,6.422
3.84,1.66,6.754,6.226
3.86,1.63,6.785,6.252
3.63,1.43,6.521,6.018
2.3,1.41,4.827,4.534
2.43,1.4,5.111,4.794
1.49,0.9,3.958,3.756
0.5,0.26,2.669,2.585
0.44,0.3,2.298,2.238
1.09,0.74,2.731,2.615
1.59,1.07,3.259,3.09
2.01,1.34,3.694,3.482
2.34,1.54,4.03,3.784
2.49,1.62,4.203,3.941
2.75,1.66,4.447,4.158
3.56,1.84,5.238,4.861
4.09,1.98,5.928,5.475
4.37,1.89,6.613,6.08
4.58,1.87,7.164,6.576
4.39,1.75,7.083,6.504
4.05,1.45,6.764,6.216
3.99,1.34,6.724,6.178
4.15,1.4,6.759,6.211
4.2,1.53,6.801,6.255
4.09,1.52,6.892,6.339
3.8,1.61,6.847,6.312
3.46,1.51,6.527,6.035
2.97,1.45,6.097,5.667
2.63,1.47,5.599,5.233
2.74,1.57,5.304,4.962
2.65,1.54,5.038,4.718
2.02,1.24,4.229,3.989
1.51,0.96,3.492,3.322
1.54,0.97,3.198,3.051
2.18,1.31,3.526,3.337
3.2,1.88,4.559,4.264
4.14,2.4,5.694,5.288
4.44,2.54,6.111,5.664
4.42,2.53,6.172,5.717
4.38,2.49,6.279,5.814
4.37,2.44,6.425,5.946
4.04,2.23,6.372,5.891
3.89,2.01,6.445,5.951
3.39,1.73,5.95,5.508
3.22,1.5,5.821,5.387
2.92,1.35,5.465,5.066
2.75,1.17,5.235,4.856
2.95,1.12,5.397,4.996
2.9,1.13,5.296,4.905
2.7,1.07,5.063,4.697
2.64,1.08,4.945,4.592
2.48,1.26,4.717,4.401
2.08,1.23,4.147,3.905
1.7,1.01,3.858,3.65
0.97,0.51,3.19,3.048
0.83,0.3,3.036,2.904
0.92,0.41,3.096,2.958
1.04,0.5,3.198,3.049
1.0,0.51,3.137,2.992
0.82,0.41,2.933,2.806
0.53,0.23,2.656,2.555
0.09,0.13,2.22,2.167
0.53,0.48,2.456,2.378
1.25,0.77,2.923,2.787
2.08,0.93,3.59,3.375
3.37,1.37,4.763,4.429
4.11,1.74,5.902,5.46
4.38,1.79,6.573,6.055
4.65,1.72,7.031,6.454
4.76,1.6,7.32,6.708
4.43,1.62,7.188,6.602
3.91,1.6,6.871,6.329
3.55,1.57,6.608,6.102
3.33,1.68,6.319,5.849
3.2,1.63,6.135,5.683
3.28,1.73,6.063,5.627
2.71,1.63,5.354,5.011
2.99,1.69,5.757,5.377
2.96,1.61,5.836,5.451
2.41,1.29,5.235,4.909
1.93,1.01,4.656,4.384
1.75,0.91,4.355,4.108
1.73,0.93,4.2,3.961
1.78,0.98,4.065,3.831
1.62,0.89,3.773,3.562
1.41,0.76,3.45,3.268
1.17,0.6,3.174,3.017
1.09,0.56,3.091,2.944
1.2,0.64,3.172,3.013
1.74,1.12,3.532,3.361
2.6,1.69,4.498,4.249
2.66,1.69,4.736,4.462
2.44,1.6,4.556,4.303
2.22,1.49,4.327,4.099
2.22,1.49,4.358,4.126
2.36,1.55,4.525,4.275
2.51,1.62,4.741,4.471
2.67,1.7,4.963,4.67
2.9,1.81,5.269,4.94
3.09,1.51,5.589,5.198
1.94,1.09,4.231,3.985
1.39,0.73,3.689,3.497
1.57,0.79,3.896,3.685
1.59,0.88,3.946,3.735
1.65,0.93,4.074,3.852
1.85,1.07,4.287,4.044
2.05,1.21,4.494,4.231
2.1,1.26,4.539,4.27
2.07,1.25,4.429,4.167
1.82,1.15,4.052,3.825
2.01,1.3,4.012,3.785
3.07,1.76,4.906,4.582
4.04,2.13,6.143,5.69
4.02,2.06,6.598,6.101
3.4,1.77,6.344,5.885
2.98,1.53,5.904,5.491
2.84,1.35,5.523,5.133
2.7,1.15,5.258,4.881
2.78,1.01,5.267,4.878
2.94,0.92,5.353,4.948
2.99,0.93,5.33,4.926
2.95,0.93,5.23,4.839
2.83,0.89,5.078,4.703
2.5,1.01,4.723,4.395
1.94,1.12,3.964,3.742
2.2,1.35,4.192,3.956
2.27,1.49,4.207,3.972
2.28,1.58,4.177,3.946
2.34,1.67,4.249,4.012
2.71,1.87,4.654,4.378
3.33,2.12,5.349,5.002
3.69,2.24,5.841,5.444
4.02,2.36,6.297,5.855
4.26,2.41,6.641,6.165
4.48,2.49,7.012,6.502
4.5,2.49,7.219,6.693
4.19,2.33,7.048,6.543
3.88,2.11,6.713,6.233
3.34,1.75,6.25,5.808
2.64,1.27,5.613,5.23
2.22,0.9,5.102,4.761
2.08,1.0,4.79,4.485
2.43,0.96,5.16,4.803
2.69,1.03,5.401,5.02
2.91,1.08,5.565,5.168
2.6,1.0,5.255,4.889
2.03,0.95,4.679,4.38
1.65,0.8,4.319,4.068
1.42,0.81,4.024,3.812
1.29,0.79,3.803,3.613
1.47,0.94,3.837,3.639
1.74,1.17,3.977,3.762
2.15,1.45,4.33,4.079
2.55,1.7,4.752,4.461
2.8,1.86,5.027,4.71
2.93,1.94,5.15,4.822
2.98,1.97,5.179,4.848
3.06,2.0,5.288,4.947
3.14,1.98,5.402,5.049
3.24,1.95,5.535,5.164
3.26,1.71,5.663,5.269
3.66,1.34,6.311,5.817
4.09,1.38,6.95,6.383
3.83,1.2,6.814,6.268
3.77,1.21,6.779,6.241
3.59,1.18,6.545,6.028
3.58,1.17,6.437,5.925
3.67,1.19,6.474,5.956
3.73,1.23,6.516,5.993
3.44,1.24,6.169,5.687
3.07,1.17,5.742,5.309
2.61,1.37,5.248,4.883
2.21,1.33,4.468,4.204
1.86,1.12,4.183,3.948
1.24,0.61,3.629,3.444
1.24,0.5,3.643,3.452
1.55,0.8,3.876,3.662
1.69,0.94,3.91,3.69
1.67,0.99,3.776,3.565
1.49,0.93,3.468,3.283
1.18,0.84,3.049,2.904
1.13,0.89,2.884,2.754
1.44,1.11,3.049,2.901
2.37,1.48,3.692,3.469
3.36,1.89,4.507,4.196
4.66,2.27,6.212,5.718
4.69,2.25,6.894,6.339
3.9,1.98,6.379,5.892
3.55,1.69,6.11,5.65
3.55,1.45,6.079,5.61
3.66,1.34,6.117,5.634
3.65,1.26,5.897,5.432
3.35,1.42,5.356,4.958
2.79,1.48,4.793,4.466
2.47,1.33,4.639,4.329
2.48,1.13,4.736,4.407
1.94,1.15,3.988,3.75
1.62,0.94,3.698,3.49
1.74,0.97,3.868,3.648
1.91,1.16,4.158,3.919
2.17,1.37,4.478,4.215
2.49,1.58,4.817,4.524
2.74,1.75,5.082,4.766
3.06,1.95,5.417,5.073
3.45,2.17,5.767,5.388
3.8,2.35,6.054,5.644
4.16,2.52,6.37,5.926
4.39,2.56,6.649,6.172
4.18,2.34,6.669,6.185
3.56,1.91,6.384,5.917
2.99,1.49,5.968,5.543
2.48,1.15,5.286,4.932
2.26,0.96,4.868,4.548
2.09,0.86,4.597,4.293
1.98,0.8,4.44,4.146
1.91,0.76,4.296,4.015
1.84,0.7,4.181,3.911
1.72,0.75,3.99,3.742
1.64,0.78,3.806,3.581
1.36,0.66,3.429,3.246
0.77,0.46,2.774,2.66
0.62,0.41,2.571,2.475
0.78,0.59,2.517,2.424
1.11,0.85,2.671,2.561
1.45,1.09,2.991,2.852
1.93,1.39,3.545,3.354
2.53,1.72,4.27,4.012
3.05,1.99,4.984,4.661
3.43,2.2,5.562,5.189
3.7,2.34,6.028,5.617
4.07,2.48,6.524,6.068
4.42,2.57,7.002,6.498
4.54,2.53,7.212,6.682
4.28,2.25,7.062,6.536
4.16,2.16,7.026,6.5
4.2,2.19,6.929,6.407
4.04,2.12,6.674,6.178
3.86,2.04,6.466,5.99
3.78,2.0,6.423,5.948
3.74,1.99,6.324,5.853
3.52,1.89,6.077,5.627
3.27,1.76,5.763,5.344
3.21,1.69,5.622,5.214
3.42,1.81,5.786,5.365
3.55,1.95,5.776,5.372
3.6,2.05,5.692,5.295
3.52,2.06,5.498,5.119
3.48,2.11,5.505,5.129
3.5,2.17,5.534,5.157
3.69,2.31,5.719,5.325
4.1,2.54,6.191,5.752
4.47,2.76,6.738,6.251
4.62,2.82,7.114,6.597
4.62,2.79,7.287,6.76
4.43,2.66,7.182,6.668
4.27,2.48,6.986,6.487
4.14,2.25,6.809,6.317
4.08,1.69,6.801,6.27
4.38,1.79,7.27,6.683
3.93,1.88,6.799,6.274
3.54,1.67,6.317,5.843
3.39,1.28,6.022,5.563
3.41,1.16,5.903,5.447
3.38,1.19,5.832,5.387
2.79,1.11,5.15,4.782
2.53,1.03,4.851,4.513
2.14,1.1,4.427,4.144
1.78,1.0,3.99,3.751
1.44,0.88,3.323,3.163
1.21,0.76,2.87,2.747
0.98,0.64,2.622,2.516
1.03,0.73,2.752,2.633
0.99,0.73,2.867,2.744
1.07,0.77,3.079,2.942
1.32,0.91,3.39,3.227
1.79,1.19,3.856,3.647
2.32,1.5,4.471,4.202
2.6,1.65,4.888,4.583
2.6,1.62,4.971,4.659
2.55,1.55,4.934,4.624
2.63,1.5,5.028,4.7
2.94,1.06,5.53,5.114
3.61,1.14,6.455,5.938
3.58,1.12,6.548,6.026
3.7,1.15,6.603,6.078
3.74,1.27,6.515,6.001
3.41,1.24,6.064,5.599
3.26,1.26,5.859,5.417
3.1,1.22,5.766,5.335
2.97,1.21,5.635,5.22
2.79,1.39,5.524,5.129
2.63,1.43,5.362,4.99
2.49,1.5,4.933,4.629
2.79,1.62,5.354,5.011
2.49,1.42,5.126,4.811
2.05,1.13,4.655,4.387
1.7,0.9,4.282,4.048
1.38,0.7,3.892,3.694
0.98,0.47,3.428,3.272
0.6,0.3,2.958,2.846
0.4,0.34,2.623,2.543
0.65,0.58,2.701,2.611
1.06,0.81,2.996,2.873
1.76,1.11,3.586,3.399
2.61,1.35,4.395,4.114
3.51,1.64,5.401,5.028
3.87,1.83,6.238,5.792
3.83,1.74,6.644,6.151
4.24,1.68,7.318,6.739
4.91,1.52,8.196,7.498
5.43,1.69,8.763,8.005
5.65,1.73,8.962,8.185
5.45,1.83,8.553,7.824
5.18,1.98,8.137,7.46
4.6,2.04,7.483,6.883
4.15,2.11,6.932,6.402
3.19,2.01,5.804,5.422
3.4,1.94,6.319,5.889
3.97,2.14,6.871,6.384
3.92,2.15,6.766,6.289
3.9,2.18,6.673,6.203
3.95,2.23,6.662,6.192
3.92,2.23,6.619,6.153
3.76,2.14,6.479,6.028
3.49,2.01,6.216,5.793
3.25,1.92,5.943,5.548
3.17,1.94,5.803,5.424
3.56,2.08,6.101,5.685
4.33,2.22,6.771,6.269
4.76,2.19,7.476,6.875
4.51,2.02,7.523,6.917
3.46,1.52,6.492,5.999
2.64,1.0,5.547,5.146
2.18,0.72,4.91,4.565
1.75,0.56,4.325,4.038
1.53,0.5,3.923,3.679
1.55,0.54,3.743,3.517
1.88,0.78,3.897,3.658
2.28,0.92,4.213,3.938
2.45,1.01,4.348,4.052
2.01,1.15,3.703,3.487
2.08,1.25,3.521,3.317
1.96,1.28,3.321,3.136
1.88,1.3,3.136,2.971
1.86,1.36,3.036,2.882
2.01,1.5,3.132,2.97
2.27,1.68,3.331,3.151
2.5,1.82,3.536,3.334
2.73,1.95,3.848,3.619
2.97,2.05,4.135,3.878
